,Date,Open,High,Low,Close,Adj Close,Volume,Empresa
74,2021-05-05,129.199997,130.449997,127.970001,128.100006,127.50538600000002,84000900,AAPL
75,2021-05-06,127.889999,129.75,127.129997,129.740005,129.13777199999998,78128300,AAPL
76,2021-05-07,130.850006,131.259995,129.479996,130.21000700000002,129.825729,78973300,AAPL
77,2021-05-10,129.41000400000001,129.53999299999998,126.809998,126.849998,126.475647,88071200,AAPL
78,2021-05-11,123.5,126.269997,122.769997,125.910004,125.538422,126142800,AAPL
79,2021-05-12,123.400002,124.639999,122.25,122.769997,122.407684,112172300,AAPL
80,2021-05-13,124.58000200000001,126.150002,124.260002,124.970001,124.601196,105861300,AAPL
81,2021-05-14,126.25,127.889999,125.849998,127.449997,127.07386799999999,81918000,AAPL
82,2021-05-17,126.82,126.93,125.16999799999999,126.269997,125.897346,74244600,AAPL
83,2021-05-18,126.559998,126.989998,124.779999,124.849998,124.481544,63342900,AAPL
84,2021-05-19,123.160004,124.91999799999999,122.860001,124.690002,124.32202099999999,92612000,AAPL
85,2021-05-20,125.230003,127.720001,125.099998,127.309998,126.934288,76857100,AAPL
86,2021-05-21,127.82,128.0,125.209999,125.43,125.05983700000002,79295400,AAPL
87,2021-05-24,126.010002,127.940002,125.940002,127.099998,126.724907,63092900,AAPL
88,2021-05-25,127.82,128.320007,126.32,126.900002,126.525497,72009500,AAPL
89,2021-05-26,126.959999,127.389999,126.41999799999999,126.849998,126.475647,56575900,AAPL
90,2021-05-27,126.440002,127.639999,125.08000200000001,125.279999,124.910278,94625600,AAPL
91,2021-05-28,125.57,125.800003,124.550003,124.610001,124.24225600000001,71311100,AAPL
92,2021-06-01,125.08000200000001,125.349998,123.940002,124.279999,123.91323100000001,67637100,AAPL
93,2021-06-02,124.279999,125.239998,124.050003,125.059998,124.690926,59278900,AAPL
94,2021-06-03,124.68,124.849998,123.129997,123.540001,123.17541499999999,76229200,AAPL
95,2021-06-04,124.07,126.160004,123.849998,125.889999,125.518478,75169300,AAPL
96,2021-06-07,126.16999799999999,126.32,124.83000200000001,125.900002,125.52845,71057600,AAPL
97,2021-06-08,126.599998,128.46000700000002,126.209999,126.739998,126.365967,74403800,AAPL
98,2021-06-09,127.209999,127.75,126.519997,127.129997,126.754814,56877900,AAPL
99,2021-06-10,127.019997,128.190002,125.940002,126.110001,125.737831,71186400,AAPL
100,2021-06-11,126.529999,127.440002,126.099998,127.349998,126.974167,53522400,AAPL
101,2021-06-14,127.82,130.53999299999998,127.07,130.479996,130.094925,96906500,AAPL
102,2021-06-15,129.940002,130.600006,129.389999,129.639999,129.257401,62746300,AAPL
103,2021-06-16,130.369995,130.889999,128.46000700000002,130.149994,129.7659,91815000,AAPL
104,2021-06-17,129.800003,132.550003,129.649994,131.78999299999998,131.40106200000002,96721700,AAPL
105,2021-06-18,130.71000700000002,131.509995,130.240005,130.46000700000002,130.074997,108953300,AAPL
106,2021-06-21,130.300003,132.41000400000001,129.21000700000002,132.300003,131.909561,79663300,AAPL
107,2021-06-22,132.130005,134.080002,131.619995,133.979996,133.584595,74783600,AAPL
108,2021-06-23,133.770004,134.320007,133.229996,133.699997,133.30543500000002,60214200,AAPL
109,2021-06-24,134.449997,134.639999,132.929993,133.41000400000001,133.016281,68711000,AAPL
110,2021-06-25,133.46000700000002,133.889999,132.809998,133.110001,132.717178,70783700,AAPL
111,2021-06-28,133.41000400000001,135.25,133.350006,134.779999,134.382233,62111300,AAPL
112,2021-06-29,134.800003,136.490005,134.350006,136.330002,135.927658,64556100,AAPL
113,2021-06-30,136.169998,137.41000400000001,135.869995,136.96000700000002,136.555817,63261400,AAPL
114,2021-07-01,136.600006,137.330002,135.759995,137.270004,136.864899,52485800,AAPL
115,2021-07-02,137.899994,140.0,137.75,139.96000700000002,139.546967,78852600,AAPL
116,2021-07-06,140.070007,143.149994,140.070007,142.020004,141.600876,108181800,AAPL
117,2021-07-07,143.53999299999998,144.889999,142.66000400000001,144.570007,144.143356,104911600,AAPL
118,2021-07-08,141.580002,144.059998,140.669998,143.240005,142.817276,105575500,AAPL
119,2021-07-09,142.75,145.649994,142.649994,145.110001,144.681763,99890800,AAPL
120,2021-07-12,146.21000700000002,146.320007,144.0,144.5,144.073547,76299700,AAPL
121,2021-07-13,144.029999,147.46000700000002,143.630005,145.639999,145.21018999999998,100827100,AAPL
122,2021-07-14,148.100006,149.570007,147.679993,149.149994,148.709824,127050800,AAPL
123,2021-07-15,149.240005,150.0,147.08999599999999,148.479996,148.041809,106820300,AAPL
124,2021-07-16,148.46000700000002,149.759995,145.880005,146.389999,145.957977,93251400,AAPL
125,2021-07-19,143.75,144.070007,141.669998,142.449997,142.029602,121434600,AAPL
126,2021-07-20,143.46000700000002,147.100006,142.96000700000002,146.149994,145.71868899999998,96350000,AAPL
127,2021-07-21,145.529999,146.130005,144.630005,145.399994,144.970886,74993500,AAPL
128,2021-07-22,145.940002,148.199997,145.809998,146.800003,146.36676,77338200,AAPL
129,2021-07-23,147.550003,148.720001,146.919998,148.559998,148.121567,71447400,AAPL
130,2021-07-26,148.270004,149.830002,147.699997,148.990005,148.550308,72434100,AAPL
131,2021-07-27,149.119995,149.21000700000002,145.550003,146.770004,146.336853,104818600,AAPL
132,2021-07-28,144.809998,146.970001,142.53999299999998,144.979996,144.552124,118931200,AAPL
133,2021-07-29,144.690002,146.550003,144.580002,145.639999,145.21018999999998,56699500,AAPL
134,2021-07-30,144.380005,146.330002,144.110001,145.860001,145.42953500000002,70382000,AAPL
135,2021-08-02,146.360001,146.949997,145.25,145.520004,145.090561,62880000,AAPL
136,2021-08-03,145.809998,148.03999299999998,145.179993,147.360001,146.92511000000002,64786600,AAPL
137,2021-08-04,147.270004,147.78999299999998,146.279999,146.949997,146.516327,56368300,AAPL
138,2021-08-05,146.979996,147.83999599999999,146.169998,147.059998,146.62600700000002,46397700,AAPL
139,2021-08-06,146.350006,147.110001,145.630005,146.139999,145.927017,54067400,AAPL
140,2021-08-09,146.199997,146.699997,145.520004,146.08999599999999,145.87708999999998,48908700,AAPL
141,2021-08-10,146.440002,147.71000700000002,145.300003,145.600006,145.38781699999998,69023100,AAPL
142,2021-08-11,146.050003,146.720001,145.529999,145.860001,145.64743,48493500,AAPL
143,2021-08-12,146.190002,149.050003,145.83999599999999,148.889999,148.67301899999998,72282600,AAPL
144,2021-08-13,148.970001,149.440002,148.270004,149.100006,148.882721,59318800,AAPL
145,2021-08-16,148.53999299999998,151.190002,146.470001,151.119995,150.899765,103296000,AAPL
146,2021-08-17,150.229996,151.679993,149.08999599999999,150.190002,149.97113000000002,92229700,AAPL
147,2021-08-18,149.800003,150.720001,146.149994,146.360001,146.146698,86326000,AAPL
148,2021-08-19,145.029999,148.0,144.5,146.699997,146.486206,86960300,AAPL
149,2021-08-20,147.440002,148.5,146.779999,148.190002,147.974045,59947400,AAPL
150,2021-08-23,148.309998,150.190002,147.889999,149.71000700000002,149.491837,60131800,AAPL
151,2021-08-24,149.449997,150.860001,149.149994,149.619995,149.401947,48606400,AAPL
152,2021-08-25,149.809998,150.320007,147.800003,148.360001,148.143784,58991300,AAPL
153,2021-08-26,148.350006,149.119995,147.509995,147.53999299999998,147.324982,48597200,AAPL
154,2021-08-27,147.479996,148.75,146.830002,148.600006,148.383453,55721500,AAPL
155,2021-08-30,149.0,153.490005,148.610001,153.119995,152.896851,90956700,AAPL
156,2021-08-31,152.66000400000001,152.800003,151.28999299999998,151.830002,151.608734,86453100,AAPL
157,2021-09-01,152.830002,154.979996,152.33999599999999,152.509995,152.287735,80313700,AAPL
158,2021-09-02,153.869995,154.720001,152.399994,153.649994,153.426071,71115500,AAPL
159,2021-09-03,153.759995,154.630005,153.08999599999999,154.300003,154.07513400000002,57808700,AAPL
160,2021-09-07,154.970001,157.259995,154.389999,156.690002,156.461655,82278300,AAPL
161,2021-09-08,156.979996,157.03999299999998,153.979996,155.110001,154.883957,74420200,AAPL
162,2021-09-09,155.490005,156.110001,153.949997,154.070007,153.845474,57305700,AAPL
163,2021-09-10,155.0,155.479996,148.699997,148.970001,148.75289899999999,140646400,AAPL
164,2021-09-13,150.630005,151.419998,148.75,149.550003,149.332062,102404300,AAPL
165,2021-09-14,150.350006,151.070007,146.91000400000001,148.119995,147.904129,109296300,AAPL
166,2021-09-15,148.559998,149.440002,146.369995,149.029999,148.812805,83281300,AAPL
167,2021-09-16,148.440002,148.970001,147.220001,148.78999299999998,148.573151,68034100,AAPL
168,2021-09-17,148.820007,148.820007,145.759995,146.059998,145.847137,129868800,AAPL
169,2021-09-20,143.800003,144.83999599999999,141.270004,142.940002,142.731689,123478900,AAPL
170,2021-09-21,143.929993,144.600006,142.779999,143.429993,143.22096299999998,75834000,AAPL
171,2021-09-22,144.449997,146.429993,143.699997,145.850006,145.637451,76404300,AAPL
172,2021-09-23,146.649994,147.080002,145.639999,146.830002,146.616028,64838200,AAPL
173,2021-09-24,145.66000400000001,147.470001,145.559998,146.919998,146.70588700000002,53477900,AAPL
174,2021-09-27,145.470001,145.96000700000002,143.820007,145.369995,145.158142,74150700,AAPL
175,2021-09-28,143.25,144.75,141.690002,141.91000400000001,141.70318600000002,108972300,AAPL
176,2021-09-29,142.470001,144.449997,142.029999,142.830002,142.621857,74602000,AAPL
177,2021-09-30,143.66000400000001,144.380005,141.279999,141.5,141.293793,88934200,AAPL
178,2021-10-01,141.899994,142.919998,139.110001,142.649994,142.44210800000002,94639600,AAPL
179,2021-10-04,141.759995,142.21000700000002,138.270004,139.139999,138.937225,98322000,AAPL
180,2021-10-05,139.490005,142.240005,139.360001,141.110001,140.904358,80861100,AAPL
181,2021-10-06,139.470001,142.149994,138.369995,142.0,141.79306,83221100,AAPL
182,2021-10-07,143.059998,144.220001,142.720001,143.28999299999998,143.081177,61732700,AAPL
183,2021-10-08,144.029999,144.179993,142.559998,142.899994,142.691742,58718700,AAPL
184,2021-10-11,142.270004,144.809998,141.809998,142.809998,142.60188300000002,64452200,AAPL
185,2021-10-12,143.229996,143.25,141.03999299999998,141.509995,141.303772,73035900,AAPL
186,2021-10-13,141.240005,141.399994,139.199997,140.91000400000001,140.704651,78762700,AAPL
187,2021-10-14,142.110001,143.880005,141.509995,143.759995,143.550491,69907100,AAPL
188,2021-10-15,143.770004,144.899994,143.509995,144.83999599999999,144.628922,67885200,AAPL
189,2021-10-18,143.449997,146.83999599999999,143.16000400000001,146.550003,146.336426,85589200,AAPL
190,2021-10-19,147.009995,149.169998,146.550003,148.759995,148.543198,76378900,AAPL
191,2021-10-20,148.699997,149.75,148.119995,149.259995,149.04248,58418800,AAPL
192,2021-10-21,148.809998,149.639999,147.869995,149.479996,149.262146,61421000,AAPL
193,2021-10-22,149.690002,150.179993,148.639999,148.690002,148.47331200000002,58883400,AAPL
194,2021-10-25,148.679993,149.369995,147.619995,148.639999,148.42338600000002,50720600,AAPL
195,2021-10-26,149.330002,150.83999599999999,149.009995,149.320007,149.102402,60893400,AAPL
196,2021-10-27,149.360001,149.729996,148.490005,148.850006,148.63308700000002,56094900,AAPL
197,2021-10-28,149.820007,153.169998,149.720001,152.570007,152.347656,100077900,AAPL
198,2021-10-29,147.220001,149.940002,146.41000400000001,149.800003,149.581696,124850400,AAPL
199,2021-11-01,148.990005,149.699997,147.800003,148.96000700000002,148.74292,74588300,AAPL
200,2021-11-02,148.66000400000001,151.570007,148.649994,150.020004,149.801376,69122000,AAPL
201,2021-11-03,150.389999,151.970001,149.820007,151.490005,151.269241,54511500,AAPL
202,2021-11-04,151.580002,152.429993,150.639999,150.96000700000002,150.740005,60394600,AAPL
203,2021-11-05,151.889999,152.199997,150.059998,151.279999,151.279999,65414600,AAPL
204,2021-11-08,151.41000400000001,151.570007,150.16000400000001,150.440002,150.440002,55020900,AAPL
205,2021-11-09,150.199997,151.429993,150.059998,150.809998,150.809998,56787900,AAPL
206,2021-11-10,150.020004,150.130005,147.850006,147.919998,147.919998,65187100,AAPL
207,2021-11-11,148.96000700000002,149.429993,147.679993,147.869995,147.869995,41000000,AAPL
208,2021-11-12,148.429993,150.399994,147.479996,149.990005,149.990005,63632600,AAPL
209,2021-11-15,150.369995,151.880005,149.429993,150.0,150.0,59222800,AAPL
210,2021-11-16,149.940002,151.490005,149.33999599999999,151.0,151.0,59256200,AAPL
211,2021-11-17,151.0,155.0,150.990005,153.490005,153.490005,88807000,AAPL
212,2021-11-18,153.71000700000002,158.669998,153.050003,157.869995,157.869995,137827700,AAPL
213,2021-11-19,157.649994,161.020004,156.529999,160.550003,160.550003,117305600,AAPL
214,2021-11-22,161.679993,165.699997,161.0,161.020004,161.020004,117467900,AAPL
215,2021-11-23,161.119995,161.800003,159.059998,161.41000400000001,161.41000400000001,96041900,AAPL
216,2021-11-24,160.75,162.139999,159.639999,161.940002,161.940002,69463600,AAPL
217,2021-11-26,159.570007,160.449997,156.360001,156.809998,156.809998,76959800,AAPL
218,2021-11-29,159.369995,161.190002,158.78999299999998,160.240005,160.240005,88748200,AAPL
219,2021-11-30,159.990005,165.520004,159.919998,165.300003,165.300003,174048100,AAPL
220,2021-12-01,167.479996,170.300003,164.529999,164.770004,164.770004,152052500,AAPL
221,2021-12-02,158.740005,164.199997,157.800003,163.759995,163.759995,136739200,AAPL
222,2021-12-03,164.020004,164.96000700000002,159.720001,161.83999599999999,161.83999599999999,117938300,AAPL
223,2021-12-06,164.28999299999998,167.880005,164.279999,165.320007,165.320007,107497000,AAPL
224,2021-12-07,169.080002,171.580002,168.33999599999999,171.179993,171.179993,120405400,AAPL
225,2021-12-08,172.130005,175.96000700000002,170.699997,175.080002,175.080002,116998900,AAPL
226,2021-12-09,174.91000400000001,176.75,173.919998,174.559998,174.559998,108923700,AAPL
227,2021-12-10,175.21000700000002,179.630005,174.690002,179.449997,179.449997,115228100,AAPL
228,2021-12-13,181.119995,182.130005,175.529999,175.740005,175.740005,153237000,AAPL
229,2021-12-14,175.25,177.740005,172.21000700000002,174.330002,174.330002,139380400,AAPL
230,2021-12-15,175.110001,179.5,172.309998,179.300003,179.300003,131063300,AAPL
231,2021-12-16,179.279999,181.139999,170.75,172.259995,172.259995,150185800,AAPL
232,2021-12-17,169.929993,173.470001,169.690002,171.139999,171.139999,195432700,AAPL
233,2021-12-20,168.279999,170.580002,167.46000700000002,169.75,169.75,107499100,AAPL
234,2021-12-21,171.559998,173.199997,169.119995,172.990005,172.990005,91185900,AAPL
235,2021-12-22,173.03999299999998,175.860001,172.149994,175.639999,175.639999,92135300,AAPL
236,2021-12-23,175.850006,176.850006,175.270004,176.279999,176.279999,68356600,AAPL
237,2021-12-27,177.08999599999999,180.419998,177.070007,180.330002,180.330002,74919600,AAPL
238,2021-12-28,180.16000400000001,181.330002,178.529999,179.28999299999998,179.28999299999998,79144300,AAPL
239,2021-12-29,179.330002,180.630005,178.139999,179.380005,179.380005,62348900,AAPL
240,2021-12-30,179.470001,180.570007,178.08999599999999,178.199997,178.199997,59773000,AAPL
241,2021-12-31,178.08999599999999,179.229996,177.259995,177.570007,177.570007,64025500,AAPL
242,2022-01-03,177.830002,182.880005,177.71000700000002,182.009995,182.009995,104487900,AAPL
243,2022-01-04,182.630005,182.940002,179.119995,179.699997,179.699997,99310400,AAPL
244,2022-01-05,179.610001,180.169998,174.639999,174.919998,174.919998,94537600,AAPL
245,2022-01-06,172.699997,175.300003,171.639999,172.0,172.0,96904000,AAPL
246,2022-01-07,172.889999,174.139999,171.029999,172.169998,172.169998,86580100,AAPL
247,2022-01-10,169.080002,172.5,168.169998,172.190002,172.190002,106765600,AAPL
248,2022-01-11,172.320007,175.179993,170.820007,175.080002,175.080002,76138300,AAPL
249,2022-01-12,176.119995,177.179993,174.820007,175.529999,175.529999,74805200,AAPL
250,2022-01-13,175.779999,176.619995,171.78999299999998,172.190002,172.190002,84505800,AAPL
251,2022-01-14,171.33999599999999,173.779999,171.08999599999999,173.070007,173.070007,80355000,AAPL
0,2021-01-19,3107.0,3145.0,3096.0,3120.76001,3120.76001,3305100,AMZN
1,2021-01-20,3181.98999,3279.800049,3175.0,3263.3798829999996,3263.3798829999996,5309800,AMZN
2,2021-01-21,3293.0,3348.550049,3289.570068,3306.98999,3306.98999,4936100,AMZN
3,2021-01-22,3304.310059,3321.909912,3283.159912,3292.22998,3292.22998,2821900,AMZN
4,2021-01-25,3328.5,3363.889893,3243.149902,3294.0,3294.0,3749800,AMZN
5,2021-01-26,3296.360107,3338.0,3282.8701170000004,3326.1298829999996,3326.1298829999996,2955200,AMZN
6,2021-01-27,3341.48999,3346.52002,3207.080078,3232.580078,3232.580078,4660200,AMZN
7,2021-01-28,3235.040039,3301.679932,3228.689941,3237.6201170000004,3237.6201170000004,3149200,AMZN
8,2021-01-29,3230.0,3236.98999,3184.550049,3206.199951,3206.199951,4293600,AMZN
9,2021-02-01,3242.360107,3350.26001,3235.030029,3342.8798829999996,3342.8798829999996,4160200,AMZN
10,2021-02-02,3380.0,3427.73999,3361.1298829999996,3380.0,3380.0,7098600,AMZN
11,2021-02-03,3425.01001,3434.0,3308.6201170000004,3312.530029,3312.530029,7088800,AMZN
12,2021-02-04,3330.0,3347.0,3277.75,3331.0,3331.0,3670700,AMZN
13,2021-02-05,3319.0,3377.0,3302.709961,3352.149902,3352.149902,3620800,AMZN
14,2021-02-08,3358.5,3365.0,3304.0,3322.939941,3322.939941,3257400,AMZN
15,2021-02-09,3312.48999,3338.0,3297.840088,3305.0,3305.0,2203500,AMZN
16,2021-02-10,3314.0,3317.949951,3254.0,3286.580078,3286.580078,3151600,AMZN
17,2021-02-11,3292.0,3292.0,3248.060059,3262.1298829999996,3262.1298829999996,2301400,AMZN
18,2021-02-12,3250.0,3280.25,3233.310059,3277.709961,3277.709961,2335300,AMZN
19,2021-02-16,3254.050049,3308.300049,3253.590088,3268.949951,3268.949951,2574700,AMZN
20,2021-02-17,3263.600098,3320.909912,3259.5,3308.639893,3308.639893,3297500,AMZN
21,2021-02-18,3282.419922,3338.0,3273.939941,3328.22998,3328.22998,3027400,AMZN
22,2021-02-19,3328.22998,3333.5,3245.75,3249.899902,3249.899902,4305200,AMZN
23,2021-02-22,3208.1298829999996,3232.320068,3172.26001,3180.73999,3180.73999,3515700,AMZN
24,2021-02-23,3127.030029,3204.72998,3093.600098,3194.5,3194.5,4677200,AMZN
25,2021-02-24,3166.75,3171.22998,3125.3798829999996,3159.530029,3159.530029,3011300,AMZN
26,2021-02-25,3136.73999,3178.26001,3047.76001,3057.159912,3057.159912,4533800,AMZN
27,2021-02-26,3095.199951,3122.439941,3036.699951,3092.929932,3092.929932,4275900,AMZN
28,2021-03-01,3127.889893,3149.560059,3097.98999,3146.139893,3146.139893,2729100,AMZN
29,2021-03-02,3143.469971,3163.52002,3087.1201170000004,3094.530029,3094.530029,2595800,AMZN
30,2021-03-03,3081.179932,3107.780029,2995.0,3005.0,3005.0,3988700,AMZN
31,2021-03-04,3012.0,3058.1298829999996,2945.429932,2977.570068,2977.570068,5481600,AMZN
32,2021-03-05,3005.0,3009.0,2881.0,3000.459961,3000.459961,5388600,AMZN
33,2021-03-08,3015.0,3064.590088,2951.310059,2951.949951,2951.949951,4185000,AMZN
34,2021-03-09,3017.98999,3090.959961,3005.149902,3062.850098,3062.850098,4030000,AMZN
35,2021-03-10,3098.449951,3116.459961,3030.050049,3057.639893,3057.639893,3012500,AMZN
36,2021-03-11,3104.01001,3131.780029,3082.929932,3113.590088,3113.590088,2776400,AMZN
37,2021-03-12,3075.0,3098.97998,3045.5,3089.48999,3089.48999,2421900,AMZN
38,2021-03-15,3074.570068,3082.23999,3032.090088,3081.679932,3081.679932,2913600,AMZN
39,2021-03-16,3104.969971,3128.909912,3075.860107,3091.860107,3091.860107,2538800,AMZN
40,2021-03-17,3073.219971,3173.050049,3070.219971,3135.72998,3135.72998,3118600,AMZN
41,2021-03-18,3101.0,3116.6298829999996,3025.0,3027.98999,3027.98999,3649600,AMZN
42,2021-03-19,3029.22998,3077.290039,3016.6298829999996,3074.959961,3074.959961,4625400,AMZN
43,2021-03-22,3067.850098,3126.580078,3060.050049,3110.8701170000004,3110.8701170000004,2902200,AMZN
44,2021-03-23,3127.0,3182.0,3120.850098,3137.5,3137.5,3817300,AMZN
45,2021-03-24,3151.040039,3160.310059,3085.149902,3087.070068,3087.070068,2959000,AMZN
46,2021-03-25,3072.98999,3109.780029,3037.139893,3046.26001,3046.26001,3563500,AMZN
47,2021-03-26,3044.060059,3056.659912,2996.0,3052.030029,3052.030029,3312900,AMZN
48,2021-03-29,3055.439941,3091.25,3028.449951,3075.72998,3075.72998,2746000,AMZN
49,2021-03-30,3070.01001,3073.0,3034.0,3055.290039,3055.290039,2337600,AMZN
50,2021-03-31,3064.060059,3119.330078,3062.5,3094.080078,3094.080078,3093900,AMZN
51,2021-04-01,3117.939941,3162.439941,3115.550049,3161.0,3161.0,2940300,AMZN
52,2021-04-05,3173.0,3235.959961,3161.23999,3226.72998,3226.72998,3334900,AMZN
53,2021-04-06,3223.75,3247.310059,3217.040039,3223.820068,3223.820068,2537800,AMZN
